&Reac_Pressure,Coolant_OutletTemp,T10,ColumnPC_OP,CondDuty_OutletTemp
30.1528,45.3781,182.046,48.8727,59.3281
30.1549,45.3416,182.044,48.8778,59.3092
30.157,45.3049,182.043,48.8843,59.2899
30.159,45.2687,182.041,48.8907,59.27
30.161,45.2321,182.04,48.8946,59.2503
30.1631,45.196,182.038,48.8987,59.2314
30.1651,45.1598,182.036,48.9043,59.2121
30.1671,45.1241,182.035,48.9106,59.1928
30.1692,45.0879,182.033,48.9164,59.173
30.1712,45.0521,182.031,48.921,59.1535
30.1733,45.0162,182.03,48.9244,59.1345
30.1754,44.9803,182.028,48.9301,59.1157
30.1775,44.9447,182.027,48.9367,59.0963
30.1796,44.9084,182.025,48.9417,59.0766
30.1817,44.8724,182.023,48.9461,59.0574
30.1838,44.836,182.022,48.9514,59.0381
30.1858,44.7993,182.02,48.9561,59.0186
30.1878,44.7629,182.018,48.961,58.9994
30.1898,44.7265,182.017,48.9667,58.9801
30.1917,44.6903,182.015,48.9721,58.9606
30.1937,44.6544,182.014,48.9775,58.9411
30.1957,44.6182,182.012,48.9832,58.9215
30.1977,44.5822,182.01,48.9875,58.9019
30.1997,44.5464,182.009,48.9914,58.883
30.2017,44.5105,182.007,48.9975,58.8639
30.2038,44.4744,182.005,49.0036,58.8444
30.2058,44.4379,182.004,49.0089,58.8247
30.2079,44.4015,182.002,49.0143,58.8048
30.2099,44.3658,182.001,49.0189,58.7856
30.2119,44.3296,181.999,49.0234,58.7662
30.2139,44.2936,181.997,49.0292,58.7471
30.2159,44.2575,181.996,49.0353,58.7273
30.2179,44.2217,181.994,49.0405,58.7078
30.2199,44.1858,181.992,49.0446,58.6885
30.222,44.1498,181.991,49.0495,58.6694
30.224,44.1138,181.989,49.056,58.65
30.226,44.0777,181.987,49.0618,58.6301
30.228,44.0415,181.986,49.0659,58.6105
30.23,44.0054,181.984,49.0699,58.5915
30.232,43.9696,181.982,49.0758,58.5724
30.234,43.9337,181.981,49.0819,58.5529
30.236,43.8973,181.979,49.0874,58.533
30.238,43.861,181.977,49.0917,58.5134
30.2399,43.8254,181.976,49.0961,58.4945
30.2419,43.7894,181.974,49.1016,58.4752
30.2439,43.7535,181.973,49.108,58.4558
30.2459,43.7176,181.971,49.1133,58.4359
30.2479,43.6817,181.969,49.1175,58.4165
30.25,43.646,181.968,49.1221,58.3975
30.252,43.6096,181.966,49.1278,58.378
30.254,43.5735,181.964,49.1342,58.3582
30.2559,43.5376,181.963,49.1383,58.3387
30.2579,43.5016,181.961,49.1439,58.3193
30.2599,43.4656,181.959,49.1483,58.2998
30.2619,43.4297,181.958,49.1534,58.2807
30.2638,43.3937,181.956,49.1595,58.261
30.2657,43.3582,181.954,49.1642,58.2417
30.2677,43.3222,181.953,49.1683,58.2225
30.2697,43.2861,181.951,49.1734,58.2033
30.2717,43.2511,181.949,49.1798,58.1843
30.2737,43.2147,181.948,49.1858,58.1643
30.2756,43.178,181.946,49.1888,58.1447
30.2775,43.1426,181.944,49.193,58.1261
30.2795,43.1066,181.943,49.1993,58.1069
30.2815,43.0703,181.941,49.2067,58.0868
30.2834,43.0341,181.939,49.2125,58.0664
30.2854,42.9985,181.937,49.2149,58.0472
30.2873,42.9616,181.936,49.2182,58.0284
30.2892,42.9252,181.934,49.2259,58.009
30.2911,42.8891,181.932,49.233,57.9888
30.2929,42.8533,181.931,49.2377,57.9687
30.2949,42.8177,181.929,49.2413,57.9494
30.2968,42.7822,181.927,49.2454,57.9304
30.2987,42.7468,181.926,49.2521,57.9113
30.3007,42.7113,181.924,49.2586,57.8915
30.3027,42.6753,181.922,49.2631,57.8716
30.3047,42.6396,181.921,49.2672,57.8523
30.3067,42.6036,181.919,49.272,57.833
30.3086,42.568,181.917,49.2776,57.8139
30.3106,42.5322,181.916,49.2834,57.7944
30.3125,42.4961,181.914,49.288,57.7747
30.3144,42.46,181.912,49.292,57.7555
30.3164,42.4237,181.91,49.2985,57.7361
30.3182,42.3874,181.909,49.3032,57.7164
30.32,42.3509,181.907,49.307,57.6969
30.3218,42.3149,181.905,49.3124,57.6778
30.3237,42.2789,181.904,49.3191,57.6579
30.3255,42.2432,181.902,49.3245,57.638
30.3273,42.2077,181.9,49.3283,57.6185
30.3293,42.1722,181.898,49.3329,57.5995
30.3312,42.1361,181.897,49.3385,57.58
30.3331,42.1002,181.895,49.3445,57.5603
30.335,42.0645,181.893,49.3502,57.5405
30.3369,42.0286,181.891,49.3544,57.5208
30.3388,41.9929,181.89,49.359,57.5015
30.3407,41.9576,181.888,49.3647,57.4824
30.3426,41.9219,181.886,49.3699,57.4629
30.3446,41.8862,181.885,49.3751,57.4436
30.3465,41.8506,181.883,49.3799,57.4241
30.3484,41.8147,181.881,49.3852,57.4047
30.3503,41.7785,181.879,49.39,57.3851
30.3522,41.7426,181.878,49.395,57.3657
30.354,41.7071,181.876,49.4,57.3465
30.3558,41.6715,181.874,49.4053,57.3272
30.3577,41.6356,181.873,49.4108,57.3076
30.3596,41.6004,181.871,49.4161,57.2883
30.3615,41.5647,181.869,49.4203,57.2689
30.3634,41.5284,181.867,49.4249,57.2496
30.3652,41.4927,181.866,49.4304,57.2303
30.3641,41.4579,181.864,49.4341,57.2115
30.3602,41.4232,181.862,49.4295,57.1939
30.3544,41.3913,181.86,49.4235,57.179
30.3472,41.3632,181.859,49.4258,57.1642
30.3393,41.3397,181.857,49.4354,57.1464
30.3316,41.3211,181.856,49.4425,57.1266
30.3243,41.3065,181.854,49.4434,57.1067
30.3179,41.2956,181.853,49.444,57.0877
30.3125,41.2877,181.851,49.4514,57.0681
30.3083,41.2814,181.85,49.4623,57.0463
30.3051,41.276,181.848,49.4692,57.0237
30.3028,41.2706,181.847,49.4701,57.0023
30.3011,41.2646,181.845,49.4712,56.9826
30.2997,41.2575,181.844,49.4753,56.9634
30.2985,41.2492,181.843,49.4816,56.9436
30.2971,41.2397,181.841,49.4833,56.924
30.2956,41.2293,181.84,49.4814,56.9062
30.2937,41.2185,181.838,49.4816,56.8895
30.2915,41.2076,181.837,49.4848,56.8726
30.2891,41.1968,181.836,49.487,56.8553
30.2864,41.1866,181.834,49.487,56.8383
30.2837,41.1771,181.833,49.4857,56.8223
30.2809,41.1684,181.832,49.4861,56.8068
30.2782,41.1605,181.831,49.4887,56.7908
30.2757,41.1534,181.83,49.4912,56.7743
30.2733,41.147,181.829,49.4914,56.7582
30.2711,41.1411,181.827,49.4902,56.7427
30.2692,41.1356,181.826,49.4909,56.7275
30.2674,41.1304,181.825,49.4929,56.712
30.2657,41.1253,181.824,49.4937,56.6966
30.2642,41.1202,181.823,49.4925,56.6819
30.2628,41.1151,181.822,49.4909,56.6678
30.2614,41.1099,181.821,49.4916,56.654
30.26,41.1046,181.82,49.4911,56.6401
30.2585,41.0994,181.819,49.4907,56.6267
30.2571,41.0942,181.818,49.4888,56.6135
30.2556,41.0892,181.817,49.4867,56.601
30.2541,41.0844,181.816,49.4852,56.5888
30.2526,41.0797,181.815,49.4854,56.5765
30.2511,41.0752,181.814,49.4848,56.5639
30.2497,41.0711,181.814,49.4827,56.5523
30.2483,41.067,181.813,49.4793,56.541
30.2469,41.0631,181.812,49.4778,56.5299
30.2456,41.0596,181.811,49.477,56.5192
30.2442,41.056,181.81,49.4761,56.5079
30.2429,41.0526,181.809,49.4753,56.4967
30.2417,41.0494,181.809,49.4732,56.4859
30.2405,41.0463,181.808,49.4695,56.4758
30.2393,41.0433,181.807,49.4672,56.4662
30.2382,41.0403,181.806,49.4669,56.4564
30.237,41.0374,181.806,49.4664,56.4462
30.2359,41.0345,181.805,49.4637,56.4364
30.2348,41.0317,181.804,49.46,56.4276
30.2337,41.0289,181.803,49.457,56.4191
30.2325,41.0262,181.803,49.457,56.4103
30.2314,41.0236,181.802,49.4563,56.401
30.2303,41.0211,181.802,49.4532,56.3923
30.2291,41.0187,181.801,49.4496,56.3843
30.228,41.0163,181.8,49.4475,56.3767
30.2269,41.0141,181.8,49.4469,56.3689
30.2259,41.0119,181.799,49.4452,56.3609
30.2248,41.0099,181.799,49.4426,56.3533
30.2237,41.0078,181.798,49.4401,56.346
30.2227,41.0059,181.797,49.438,56.339
30.2216,41.004,181.797,49.4365,56.3321
30.2206,41.0022,181.796,49.435,56.3252
30.2196,41.0004,181.796,49.4329,56.3184
30.2186,40.9987,181.795,49.4307,56.3119
30.2176,40.997,181.795,49.4288,56.3057
30.2166,40.9954,181.794,49.4281,56.2993
30.2156,40.9938,181.794,49.4264,56.2933
30.2146,40.9922,181.793,49.4242,56.2871
30.2136,40.9907,181.793,49.4214,56.2817
30.2126,40.9893,181.792,49.4202,56.2763
30.2117,40.9879,181.792,49.4201,56.2706
30.2107,40.9865,181.791,49.419,56.2649
30.2098,40.9852,181.791,49.4167,56.2596
30.2088,40.9839,181.79,49.4148,56.2547
30.2079,40.9827,181.79,49.4136,56.2499
30.2069,40.9815,181.79,49.4138,56.2449
30.206,40.9804,181.789,49.4131,56.2398
30.2051,40.9793,181.789,49.4111,56.2351
30.2042,40.9782,181.788,49.4089,56.2308
30.2033,40.9771,181.788,49.4082,56.2268
30.2024,40.9761,181.788,49.4081,56.2225
30.2016,40.9751,181.787,49.4083,56.218
30.2007,40.9742,181.787,49.4072,56.2136
30.1998,40.9732,181.787,49.4051,56.2098
30.199,40.9723,181.786,49.4038,56.2063
30.1981,40.9715,181.786,49.4047,56.2026
30.1973,40.9706,181.786,49.4053,56.1985
30.1965,40.9699,181.785,49.4043,56.1949
30.1957,40.9691,181.785,49.4014,56.1917
30.1949,40.9683,181.785,49.4012,56.1888
30.1941,40.9675,181.784,49.4025,56.1854
30.1934,40.9668,181.784,49.4031,56.1818
30.1926,40.9662,181.784,49.4021,56.1784
30.1919,40.9655,181.783,49.4008,56.1754
30.1911,40.9649,181.783,49.4004,56.1728
30.1904,40.9643,181.783,49.4015,56.1699
30.1897,40.9637,181.783,49.4033,56.1666
30.189,40.9631,181.782,49.4022,56.1635
30.1883,40.9625,181.782,49.4001,56.1611
30.1876,40.962,181.782,49.4006,56.1589
30.1869,40.9615,181.782,49.4022,56.1563
30.1862,40.961,181.781,49.4036,56.1533
30.1856,40.9605,181.781,49.4029,56.1506
30.1849,40.96,181.781,49.4022,56.1483
30.1843,40.9596,181.781,49.4019,56.1464
30.1837,40.9591,181.781,49.4034,56.1442
30.1831,40.9587,181.78,49.4048,56.1417
30.1825,40.9583,181.78,49.4046,56.1393
30.182,40.958,181.78,49.404,56.1374
30.1814,40.9576,181.78,49.4048,56.1356
30.1809,40.9572,181.78,49.4057,56.1336
30.1803,40.9569,181.779,49.4065,56.1314
30.1798,40.9566,181.779,49.4065,56.1295
30.1793,40.9562,181.779,49.4072,56.1277
30.1788,40.9559,181.779,49.4085,56.1258
30.1783,40.9557,181.779,49.4089,56.1239
30.1778,40.9554,181.779,49.4088,56.1222
30.1774,40.9551,181.778,49.4092,56.1207
30.1769,40.9548,181.778,49.4104,56.1191
30.1765,40.9546,181.778,49.4117,56.1173
30.176,40.9544,181.778,49.4121,56.1156
30.1756,40.9541,181.778,49.4122,56.114
30.1752,40.9539,181.778,49.4118,56.1129
30.1748,40.9537,181.778,49.4137,56.1115
30.1744,40.9535,181.777,49.4155,56.1098
30.1741,40.9533,181.777,49.416,56.108
30.1737,40.9531,181.777,49.4157,56.1067
30.1734,40.953,181.777,49.4159,56.1057
30.173,40.9528,181.777,49.4173,56.1044
30.1727,40.9526,181.777,49.4185,56.103
30.1724,40.9525,181.777,49.4192,56.1016
30.1721,40.9523,181.777,49.4195,56.1003
30.1718,40.9522,181.777,49.4199,56.0993
30.1715,40.952,181.776,49.4209,56.0981
30.1712,40.9519,181.776,49.422,56.0969
30.171,40.9518,181.776,49.4227,56.0956
30.1707,40.9517,181.776,49.4235,56.0944
30.1705,40.9516,181.776,49.4234,56.0934
30.1702,40.9515,181.776,49.4239,56.0925
30.17,40.9514,181.776,49.4253,56.0915
30.1698,40.9513,181.776,49.4264,56.0902
30.1695,40.9512,181.776,49.4267,56.0891
30.1693,40.9511,181.776,49.4268,56.0882
30.1691,40.951,181.776,49.4275,56.0873
30.169,40.9509,181.776,49.4282,56.0864
30.1688,40.9508,181.775,49.429,56.0854
30.1686,40.9508,181.775,49.4296,56.0845
30.1684,40.9507,181.775,49.43,56.0836
30.1683,40.9506,181.775,49.4305,56.0827
30.1681,40.9506,181.775,49.4311,56.0819
30.168,40.9505,181.775,49.4317,56.081
30.1678,40.9505,181.775,49.4323,56.0801
30.1677,40.9504,181.775,49.4329,56.0792
30.1676,40.9504,181.775,49.433,56.0785
30.1674,40.9503,181.775,49.4333,56.0778
30.1673,40.9503,181.775,49.4341,56.077
30.1672,40.9502,181.775,49.4348,56.0761
30.1671,40.9502,181.775,49.4351,56.0753
30.167,40.9502,181.775,49.4354,56.0746
30.1669,40.9501,181.775,49.4355,56.0739
30.1668,40.9501,181.775,49.436,56.0733
30.1667,40.95,181.775,49.4371,56.0724
30.1666,40.95,181.775,49.437,56.0716
30.1666,40.95,181.774,49.4368,56.0711
30.1665,40.9499,181.774,49.4371,56.0705
30.1664,40.9499,181.774,49.438,56.0699
30.1663,40.9499,181.774,49.4385,56.0691
30.1663,40.9499,181.774,49.4385,56.0684
30.1662,40.9498,181.774,49.4383,56.0678
30.1662,40.9498,181.774,49.4389,56.0673
30.1661,40.9498,181.774,49.4391,56.0667
30.166,40.9498,181.774,49.4396,56.066
30.166,40.9498,181.774,49.4396,56.0654
30.1659,40.9497,181.774,49.4398,56.0649
30.1659,40.9497,181.774,49.44,56.0643
30.1659,40.9497,181.774,49.4403,56.0638
30.1658,40.9497,181.774,49.4403,56.0632
30.1658,40.9497,181.774,49.4403,56.0627
30.1657,40.9496,181.774,49.4406,56.0622
30.1657,40.9496,181.774,49.441,56.0616
30.1657,40.9496,181.774,49.441,56.0611
30.1656,40.9496,181.774,49.4409,56.0606
30.1656,40.9496,181.774,49.4409,56.0602
30.1656,40.9496,181.774,49.4409,56.0598
30.1655,40.9495,181.774,49.4415,56.0593
30.1655,40.9495,181.774,49.4418,56.0587
30.1655,40.9495,181.774,49.4415,56.0582
30.1654,40.9495,181.774,49.4413,56.0578
30.1654,40.9495,181.774,49.4413,56.0575
30.1654,40.9495,181.774,49.4416,56.057
30.1654,40.9495,181.774,49.442,56.0565
30.1654,40.9494,181.774,49.4419,56.056
30.1653,40.9494,181.774,49.4413,56.0557
30.1653,40.9494,181.774,49.4415,56.0554
30.1653,40.9494,181.774,49.4423,56.0549
30.1653,40.9494,181.774,49.4423,56.0544
30.1652,40.9494,181.774,49.4418,56.054
30.1652,40.9494,181.773,49.4414,56.0537
30.1652,40.9493,181.773,49.4416,56.0535
30.1652,40.9493,181.773,49.4422,56.053
30.1651,40.9493,181.773,49.4423,56.0525
30.1651,40.9493,181.773,49.4419,56.0521
30.1651,40.9493,181.773,49.4417,56.0519
30.1651,40.9493,181.773,49.4416,56.0516
30.1651,40.9493,181.773,49.442,56.0513
30.165,40.9493,181.773,49.4422,56.0508
30.165,40.9492,181.773,49.442,56.0504
30.165,40.9492,181.773,49.4417,56.0502
30.165,40.9492,181.773,49.4419,56.0499
30.1649,40.9492,181.773,49.442,56.0496
30.1649,40.9492,181.773,49.4418,56.0493
30.1649,40.9492,181.773,49.4417,56.049
30.1649,40.9492,181.773,49.4418,56.0488
30.1649,40.9492,181.773,49.4419,56.0485
30.1648,40.9491,181.773,49.4421,56.0481
30.1648,40.9491,181.773,49.4419,56.0478
30.1648,40.9491,181.773,49.4417,56.0476
30.1648,40.9491,181.773,49.4418,56.0473
30.1647,40.9491,181.773,49.4419,56.0471
30.1647,40.9491,181.773,49.4419,56.0468
30.1647,40.9491,181.773,49.4416,56.0466
30.1647,40.9491,181.773,49.4419,56.0464
30.1646,40.9491,181.773,49.442,56.0461
30.1646,40.949,181.773,49.4421,56.0458
30.1646,40.949,181.773,49.4419,56.0455
30.1646,40.949,181.773,49.442,56.0453
30.1646,40.949,181.773,49.4419,56.0451
30.1645,40.949,181.773,49.4418,56.0449
30.1645,40.949,181.773,49.442,56.0447
30.1645,40.949,181.773,49.4422,56.0444
30.1644,40.949,181.773,49.4422,56.0441
30.1644,40.949,181.773,49.442,56.044
30.1644,40.9489,181.773,49.4419,56.0438
30.1644,40.9489,181.773,49.4421,56.0437
30.1643,40.9489,181.773,49.4424,56.0434
30.1643,40.9489,181.773,49.4424,56.0431
30.1643,40.9489,181.773,49.4421,56.0429
30.1643,40.9489,181.773,49.4421,56.0428
30.1642,40.9489,181.773,49.4424,56.0427
30.1642,40.9489,181.773,49.4426,56.0424
30.1642,40.9489,181.773,49.4427,56.0422
30.1642,40.9489,181.773,49.4425,56.042
30.1641,40.9489,181.773,49.4424,56.0419
30.1641,40.9488,181.773,49.4427,56.0417
30.1641,40.9488,181.773,49.443,56.0415
30.1641,40.9488,181.773,49.443,56.0413
30.164,40.9488,181.773,49.4427,56.0412
30.164,40.9488,181.773,49.4427,56.0411
30.164,40.9488,181.773,49.4431,56.041
30.164,40.9488,181.773,49.4435,56.0407
30.164,40.9488,181.773,49.4434,56.0404
30.1639,40.9488,181.773,49.4432,56.0404
30.1639,40.9488,181.773,49.4432,56.0403
30.1639,40.9488,181.773,49.4435,56.0402
30.1639,40.9488,181.773,49.4439,56.0399
30.1638,40.9488,181.773,49.4438,56.0397
30.1638,40.9488,181.773,49.4438,56.0396
30.1638,40.9488,181.773,49.4437,56.0395
30.1638,40.9488,181.773,49.444,56.0394
30.1638,40.9488,181.773,49.4442,56.0392
30.1637,40.9487,181.773,49.4445,56.039
30.1637,40.9487,181.773,49.4443,56.0389
30.1637,40.9487,181.773,49.4441,56.0388
30.1637,40.9487,181.773,49.4443,56.0388
30.1637,40.9487,181.773,49.4449,56.0386
30.1636,40.9487,181.773,49.4451,56.0384
30.1636,40.9487,181.773,49.4449,56.0382
30.1636,40.9487,181.773,49.4446,56.0382
30.1636,40.9487,181.773,49.4449,56.0382
30.1636,40.9487,181.773,49.4455,56.038
30.1635,40.9487,181.773,49.4458,56.0377
30.1635,40.9487,181.773,49.4454,56.0376
30.1635,40.9487,181.773,49.4454,56.0376
30.1635,40.9487,181.773,49.4456,56.0375
30.1635,40.9487,181.773,49.4459,56.0374
30.1635,40.9487,181.773,49.4459,56.0372
30.1635,40.9487,181.773,49.4461,56.0371
30.1634,40.9487,181.773,49.4463,56.037
30.1634,40.9487,181.773,49.4463,56.0369
30.1634,40.9487,181.773,49.4463,56.0368
30.1634,40.9487,181.773,49.4465,56.0367
30.1634,40.9487,181.773,49.4468,56.0366
30.1634,40.9487,181.773,49.4467,56.0365
30.1634,40.9487,181.773,49.4469,56.0364
30.1634,40.9487,181.773,49.4471,56.0363
30.1633,40.9487,181.773,49.4473,56.0361
30.1633,40.9487,181.773,49.4473,56.036
30.1633,40.9487,181.773,49.4473,56.036
30.1633,40.9487,181.773,49.4476,56.0359
30.1633,40.9487,181.773,49.4477,56.0357
30.1633,40.9487,181.773,49.4478,56.0356
30.1633,40.9487,181.773,49.4478,56.0356
30.1633,40.9487,181.773,49.4481,56.0355
30.1633,40.9487,181.773,49.4483,56.0353
30.1633,40.9487,181.773,49.4483,56.0352
30.1633,40.9487,181.773,49.4482,56.0352
30.1632,40.9487,181.773,49.4484,56.0351
30.1632,40.9487,181.773,49.4487,56.035
30.1632,40.9487,181.773,49.4488,56.0349
30.1632,40.9487,181.773,49.4491,56.0347
30.1632,40.9487,181.773,49.4489,56.0346
30.1632,40.9487,181.773,49.4487,56.0347
30.1632,40.9487,181.773,49.4491,56.0346
30.1632,40.9487,181.773,49.4496,56.0344
30.1632,40.9487,181.773,49.4497,56.0342
30.1632,40.9487,181.773,49.4494,56.0342
30.1632,40.9487,181.773,49.4492,56.0342
30.1632,40.9487,181.773,49.4497,56.0342
30.1632,40.9487,181.773,49.4502,56.034
30.1632,40.9487,181.773,49.4502,56.0338
30.1632,40.9487,181.773,49.45,56.0337
30.1632,40.9487,181.773,49.4499,56.0338
30.1632,40.9487,181.773,49.4501,56.0337
30.1632,40.9487,181.773,49.4505,56.0336
30.1632,40.9487,181.773,49.4507,56.0334
30.1632,40.9487,181.773,49.4505,56.0333
30.1632,40.9487,181.773,49.4503,56.0334
30.1632,40.9487,181.773,49.4506,56.0333
30.1632,40.9487,181.773,49.4511,56.0332
30.1632,40.9487,181.773,49.4512,56.033
30.1632,40.9487,181.773,49.4508,56.0329
30.1632,40.9487,181.773,49.4507,56.033
30.1632,40.9487,181.773,49.4511,56.033
30.1632,40.9487,181.773,49.4516,56.0328
30.1632,40.9487,181.773,49.4517,56.0326
30.1631,40.9487,181.773,49.4511,56.0326
30.1631,40.9487,181.773,49.451,56.0327
30.1631,40.9487,181.773,49.4515,56.0326
30.1631,40.9487,181.773,49.4522,56.0324
30.1631,40.9487,181.773,49.4521,56.0322
30.1631,40.9487,181.773,49.4516,56.0322
30.1631,40.9487,181.773,49.4515,56.0323
30.1631,40.9487,181.773,49.452,56.0322
30.1631,40.9487,181.773,49.4522,56.0321
30.1631,40.9487,181.773,49.4525,56.0319
30.1631,40.9487,181.773,49.4523,56.0318
30.1631,40.9487,181.773,49.4521,56.0318
30.1631,40.9487,181.773,49.4522,56.0318
30.1631,40.9487,181.773,49.4525,56.0317
30.1631,40.9487,181.773,49.4528,56.0316
30.1631,40.9487,181.773,49.4527,56.0315
30.1631,40.9487,181.773,49.4526,56.0315
30.1631,40.9487,181.773,49.4527,56.0314
30.1631,40.9487,181.773,49.4529,56.0314
30.1631,40.9487,181.773,49.4531,56.0313
30.1631,40.9487,181.773,49.453,56.0312
30.1631,40.9487,181.773,49.4528,56.0312
30.1631,40.9487,181.773,49.453,56.0312
30.1631,40.9487,181.773,49.4533,56.031
30.1631,40.9487,181.773,49.4535,56.0309
30.1631,40.9487,181.773,49.4532,56.0308
30.1631,40.9487,181.773,49.4531,56.0309
30.1631,40.9487,181.773,49.4533,56.0308
30.1631,40.9487,181.772,49.4537,56.0307
30.1631,40.9487,181.773,49.4535,56.0306
30.1631,40.9487,181.773,49.4536,56.0306
30.1631,40.9487,181.773,49.4538,56.0305
30.1631,40.9487,181.773,49.4538,56.0304
30.1631,40.9487,181.773,49.4537,56.0304
30.1631,40.9487,181.773,49.4534,56.0305
30.1632,40.9487,181.772,49.454,56.0304
30.1632,40.9487,181.773,49.4545,56.0302
30.1632,40.9487,181.773,49.4542,56.03
30.1632,40.9487,181.773,49.4537,56.0301
30.1631,40.9487,181.773,49.4537,56.0302
30.1631,40.9487,181.773,49.4544,56.0301
30.1631,40.9487,181.773,49.4553,56.0298
30.1631,40.9487,181.773,49.4544,56.0296
30.1631,40.9487,181.772,49.4533,56.0299
30.1631,40.9487,181.772,49.454,56.0301
30.1631,40.9487,181.773,49.4551,56.0298
30.1631,40.9487,181.773,49.4554,56.0295
30.1631,40.9487,181.773,49.4549,56.0293
30.1631,40.9487,181.772,49.4538,56.0295
30.1631,40.9487,181.772,49.4541,56.0297
30.1631,40.9487,181.773,49.4549,56.0297
30.1631,40.9487,181.773,49.4556,56.0294
30.1631,40.9487,181.773,49.4553,56.0291
30.1631,40.9487,181.773,49.4545,56.0292
30.1631,40.9487,181.772,49.4543,56.0293
30.1631,40.9487,181.773,49.455,56.0294
30.1631,40.9487,181.773,49.4556,56.0291
30.1631,40.9487,181.773,49.4555,56.0289
30.1631,40.9487,181.772,49.4552,56.0289
30.1631,40.9487,181.772,49.455,56.029
30.1631,40.9487,181.772,49.4551,56.029
30.1631,40.9487,181.773,49.4554,56.0289
30.1631,40.9487,181.773,49.4556,56.0288
30.1631,40.9487,181.773,49.4556,56.0287
30.1631,40.9487,181.773,49.4551,56.0288
30.1631,40.9487,181.773,49.4555,56.0288
30.1631,40.9487,181.773,49.4559,56.0286
29.2539,40.9952,181.756,48.5772,56.1449
28.4908,41.3321,181.717,46.8054,56.6887
27.9039,42.0862,181.75,46.6646,57.2753
27.5173,43.2487,181.843,48.3915,57.2617
27.3278,44.7357,181.89,49.805,56.6765
27.3201,46.412,181.853,49.3984,56.1842
27.4654,48.126,181.798,48.1938,56.1644
27.729,49.6911,181.806,48.0344,56.3475
28.0669,50.8903,181.862,49.0984,56.2657
28.4191,51.5673,181.888,49.81,55.9343
28.7378,51.6868,181.853,49.1043,55.7847
28.9762,51.3158,181.81,47.8101,56.0615
29.1091,50.6292,181.815,47.3216,56.5179
29.1352,49.8305,181.862,47.8303,56.7804
29.0745,49.1059,181.891,48.2779,56.7892
28.9574,48.5812,181.88,47.8598,56.8234
28.8191,48.3167,181.857,47.0713,57.0711
28.6921,48.3184,181.868,46.908,57.377
28.5993,48.5431,181.908,47.4957,57.472
28.5506,48.9156,181.931,48.0262,57.3513
28.5471,49.4024,181.922,47.8387,57.235
28.5869,49.9015,181.903,47.2527,57.3215
28.6582,50.3437,181.909,47.0755,57.5082
28.7475,50.6756,181.938,47.4681,57.58
28.8382,50.8715,181.956,47.7997,57.5148
28.9192,50.9381,181.949,47.5507,57.491
28.9812,50.8934,181.935,46.9961,57.642
29.0189,50.7755,181.94,46.7741,57.8779
29.0325,50.6308,181.964,47.0329,58.0172
29.0269,50.4993,181.981,47.2806,58.0272
29.0092,50.4138,181.979,47.098,58.0482
28.9871,50.3876,181.969,46.7062,58.1834
28.9674,50.4226,181.974,46.5886,58.3634
28.9551,50.5103,181.995,46.8421,58.4532
28.9529,50.6318,182.009,47.0746,58.4375
28.9612,50.7747,182.006,46.9443,58.432
28.9786,50.9123,181.998,46.6311,58.5294
29.0019,51.03,182.003,46.5364,58.6741
29.0276,51.1163,182.018,46.7339,58.7517
29.0515,51.1688,182.03,46.898,58.7535
29.0728,51.1954,182.026,46.7735,58.7716
29.0892,51.1992,182.022,46.4992,58.8785
29.0998,51.1898,182.026,46.4186,59.021
29.1054,51.1769,182.039,46.5843,59.1054
29.1071,51.1684,182.049,46.7269,59.1209
29.1066,51.1709,182.047,46.6213,59.1501
29.1056,51.1866,182.044,46.4174,59.2469
29.1054,51.215,182.047,46.3829,59.3665
29.107,51.2531,182.06,46.5473,59.4301
29.1105,51.2947,182.067,46.6653,59.4388
29.1162,51.34,182.065,46.5773,59.4649
29.1234,51.3815,182.062,46.4159,59.5493
29.1314,51.417,182.067,46.4014,59.6518
29.1396,51.4453,182.077,46.5491,59.7078
29.1473,51.4662,182.083,46.6414,59.7212
29.1539,51.4804,182.081,46.5553,59.7556
29.1592,51.4903,182.079,46.4289,59.8398
29.1634,51.4982,182.085,46.4438,59.9323
29.1664,51.5059,182.092,46.5814,59.9792
29.1688,51.5152,182.098,46.6505,59.9945
29.1709,51.5269,182.096,46.5738,60.032
29.173,51.541,182.095,46.4836,60.1102
29.1753,51.557,182.1,46.5242,60.1877
29.1781,51.5738,182.108,46.6486,60.2237
29.1812,51.591,182.111,46.6993,60.238
29.1846,51.6076,182.109,46.6323,60.2765
29.1883,51.6234,182.11,46.573,60.3473
29.1921,51.6375,182.115,46.6312,60.4112
29.1958,51.6497,182.121,46.7393,60.4402
29.1994,51.6601,182.123,46.7687,60.457
29.2027,51.6692,182.122,46.7108,60.4978
29.2058,51.6777,182.123,46.6806,60.5623
29.2087,51.6856,182.128,46.7488,60.6147
29.2114,51.6934,182.134,46.8401,60.6382
29.2141,51.7014,182.135,46.8545,60.6572
29.2168,51.7096,182.134,46.8079,60.6992
29.2195,51.718,182.136,46.803,60.7558
29.2222,51.7265,182.14,46.8753,60.7963
29.225,51.7352,182.145,46.9506,60.8149
29.228,51.7438,182.146,46.956,60.8341
29.2311,51.752,182.146,46.9212,60.8736
29.2342,51.7597,182.148,46.9298,60.9223
29.2374,51.7669,182.152,47.0008,60.956
29.2407,51.7737,182.156,47.0626,60.9718
29.2439,51.7799,182.156,47.0598,60.9923
